,sentence_id,token_id,semiotic,before,after
361588,19454,40,PLAIN,Magni,Magni
361589,19454,41,PLAIN,Hafsteinsson,Hafsteinsson
361590,19454,42,CARDINAL,0,núll
361591,19454,43,PUNCT,",",","
361592,19454,44,PLAIN,Jón,Jón
361593,19454,45,PLAIN,Orri,Orri
361594,19454,46,PLAIN,Kristjánsson,Kristjánsson
361595,19454,47,CARDINAL,0,núll
361596,19454,48,PUNCT,",",","
361597,19454,49,PLAIN,Ólafur,Ólafur
361598,19454,50,PLAIN,Már,Már
361599,19454,51,PLAIN,Ægisson,Ægisson
361600,19454,52,CARDINAL,0,núll
361601,19454,53,PUNCT,",",","
361602,19454,54,PLAIN,Þorgeir,Þorgeir
361603,19454,55,PLAIN,Kristinn,Kristinn
361604,19454,56,PLAIN,Blöndal,Blöndal
361605,19454,57,CARDINAL,0,núll
361606,19454,58,PUNCT,.,.
366803,19739,0,PUNCT,„,„
366804,19739,1,PLAIN,Fótboltaleikurinn,Fótboltaleikurinn
366805,19739,2,PLAIN,fer,fer
366806,19739,3,PLAIN,væntanlega,væntanlega
366807,19739,4,SPORT,4-4,fjögur fjögur
366808,19739,5,PLAIN,og,og
366809,19739,6,PLAIN,því,því
366810,19739,7,PLAIN,taka,taka
366811,19739,8,PLAIN,bæði,bæði
366812,19739,9,PLAIN,lið,lið
366813,19739,10,CARDINAL,20,tuttugu
366814,19739,11,PLAIN,stig,stig
366815,19739,12,PLAIN,inn,inn
366816,19739,13,PLAIN,í,í
366817,19739,14,PLAIN,körfuboltaleikinn,körfuboltaleikinn
366818,19739,15,PUNCT,.,.
367976,19803,0,PLAIN,Liðin,Liðin
367977,19803,1,PLAIN,héldu,héldu
367978,19803,2,PLAIN,svo,svo
367979,19803,3,PLAIN,til,til
367980,19803,4,PLAIN,hálfleiks,hálfleiks
367981,19803,5,PLAIN,í,í
367982,19803,6,PLAIN,stöðunni,stöðunni
367983,19803,7,SPORT,1-0,eitt núll
367984,19803,8,PLAIN,og,og
367985,19803,9,PLAIN,Keflvíkingar,Keflvíkingar
367986,19803,10,PLAIN,í,í
367987,19803,11,PLAIN,heildina,heildina
367988,19803,12,PLAIN,sterkari,sterkari
367989,19803,13,PLAIN,aðilinn,aðilinn
367990,19803,14,PLAIN,í,í
367991,19803,15,PLAIN,fyrri,fyrri
367992,19803,16,PLAIN,hálfleik,hálfleik
367993,19803,17,PUNCT,.,.
368187,19816,0,PLAIN,Gunnar,Gunnar
368188,19816,1,PLAIN,Ólafsson,Ólafsson
368189,19816,2,PLAIN,minnkaði,minnkaði
368190,19816,3,PLAIN,muninn,muninn
368191,19816,4,PLAIN,í,í
368192,19816,5,SPORT,41-32,fjörutíu og eitt þrjátíu og tvö
368193,19816,6,PLAIN,með,með
368194,19816,7,PLAIN,bráðnauðsynlegum,bráðnauðsynlegum
368195,19816,8,PLAIN,þrist,þrist
368196,19816,9,PLAIN,fyrir,fyrir
368197,19816,10,PLAIN,Fjölni,Fjölni
368198,19816,11,PLAIN,en,en
368199,19816,12,PLAIN,heimamenn,heimamenn
368200,19816,13,PLAIN,voru,voru
368201,19816,14,PLAIN,við,við
368202,19816,15,PLAIN,stýrið,stýrið
368203,19816,16,PLAIN,og,og
368204,19816,17,PLAIN,leiddu,leiddu
368205,19816,18,SPORT,48-38,fjörutíu og átta þrjátíu og átta
368206,19816,19,PLAIN,í,í
368207,19816,20,PLAIN,leikhléi,leikhléi
368208,19816,21,PUNCT,.,.
369313,19875,0,PLAIN,Víðismenn,Víðismenn
369314,19875,1,PLAIN,töpuðu,töpuðu
369315,19875,2,PLAIN,hins,hins
369316,19875,3,PLAIN,vegar,vegar
369317,19875,4,PLAIN,fyrir,fyrir
369318,19875,5,PLAIN,Vestra,Vestra
369319,19875,6,SPORT,1-2,eitt tvö
369320,19875,7,PUNCT,.,.
371592,19993,0,PLAIN,Á,Á
371593,19993,1,ORDINAL,32.,þrítugustu og annarri
371594,19993,2,PLAIN,mínútu,mínútu
371595,19993,3,PLAIN,kom,kom
371596,19993,4,PLAIN,flottasta,flottasta
371597,19993,5,PLAIN,mark,mark
371598,19993,6,PLAIN,leiksins,leiksins
371599,19993,7,PLAIN,þegar,þegar
371600,19993,8,PLAIN,Elías,Elías
371601,19993,9,PLAIN,Ingi,Ingi
371602,19993,10,PLAIN,Árnason,Árnason
371603,19993,11,PLAIN,skoraði,skoraði
371604,19993,12,PLAIN,með,með
371605,19993,13,PLAIN,glæsilegri,glæsilegri
371606,19993,14,PLAIN,hjólhestaspyrnu,hjólhestaspyrnu
371607,19993,15,PLAIN,og,og
371608,19993,16,PLAIN,minnkaði,minnkaði
371609,19993,17,PLAIN,muninn,muninn
371610,19993,18,PLAIN,niður,niður
371611,19993,19,PLAIN,í,í
371612,19993,20,SPORT,1-2,eitt tvö
371613,19993,21,PUNCT,.,.
372092,20019,0,PLAIN,Keflvíkingar,Keflvíkingar
372093,20019,1,PLAIN,hafa,hafa
372094,20019,2,PLAIN,ekki,ekki
372095,20019,3,PLAIN,farið,farið
372096,20019,4,PLAIN,í,í
372097,20019,5,PLAIN,úrslit,úrslit
372098,20019,6,PLAIN,síðan,síðan
372099,20019,7,PLAIN,árið,árið
372100,20019,8,DATE,2010,tvö þúsund og tíu
372101,20019,9,PLAIN,þegar,þegar
372102,20019,10,PLAIN,þeir,þeir
372103,20019,11,PLAIN,töpuðu,töpuðu
372104,20019,12,SPORT,2-3,tvö þrjú
372105,20019,13,PLAIN,gegn,gegn
372106,20019,14,PLAIN,Snæfell,Snæfell
372107,20019,15,PUNCT,.,.
372856,20059,0,PLAIN,Jóhann,Jóhann
372857,20059,1,PLAIN,Árni,Árni
372858,20059,2,PLAIN,skoraði,skoraði
372859,20059,3,PLAIN,fyrir,fyrir
372860,20059,4,PLAIN,Grindavík,Grindavík
372861,20059,5,PLAIN,og,og
372862,20059,6,PLAIN,Charlie,Charlie
372863,20059,7,PLAIN,Parker,Parker
372864,20059,8,PLAIN,fyrir,fyrir
372865,20059,9,PLAIN,Keflavík,Keflavík
372866,20059,10,PLAIN,skoraði,skoraði
372867,20059,11,CARDINAL,4,fjögur
372868,20059,12,PLAIN,stig,stig
372869,20059,13,PLAIN,á,á
372870,20059,14,PLAIN,stuttum,stuttum
372871,20059,15,PLAIN,tíma,tíma
372872,20059,16,PLAIN,og,og
372873,20059,17,PLAIN,Keflvíkingar,Keflvíkingar
372874,20059,18,PLAIN,voru,voru
372875,20059,19,SPORT,82-80,áttatíu og tvö áttatíu
372876,20059,20,PLAIN,yfir,yfir
372877,20059,21,PLAIN,þegar,þegar
372878,20059,22,CARDINAL,37,þrjátíu og sjö
372879,20059,23,PLAIN,sekúndur,sekúndur
372880,20059,24,PLAIN,voru,voru
372881,20059,25,PLAIN,eftir,eftir
372882,20059,26,PLAIN,af,af
372883,20059,27,PLAIN,leiknum,leiknum
372884,20059,28,PUNCT,.,.
373052,20069,0,PLAIN,Leikurinn,Leikurinn
373053,20069,1,PLAIN,endaði,endaði
373054,20069,2,PLAIN,með,með
373055,20069,3,PLAIN,sigri,sigri
373056,20069,4,PLAIN,Keflavíkur,Keflavíkur
373057,20069,5,SPORT,107-92,hundrað og sjö níutíu og tvö
373058,20069,6,PLAIN,en,en
373059,20069,7,PLAIN,tvöfaldir,tvöfaldir
373060,20069,8,PLAIN,meistarar,meistarar
373061,20069,9,PLAIN,frá,frá
373062,20069,10,PLAIN,síðasta,síðasta
373063,20069,11,PLAIN,ári,ári
373064,20069,12,PLAIN,höfðu,höfðu
373065,20069,13,PLAIN,fyrir,fyrir
373066,20069,14,PLAIN,leikinn,leikinn
373067,20069,15,PLAIN,tapað,tapað
373068,20069,16,CARDINAL,3,þremur
373069,20069,17,PLAIN,leikjum,leikjum
373070,20069,18,PUNCT,.,.
373535,20090,0,PLAIN,Hin,Hin
373536,20090,1,PLAIN,leikreynda,leikreynda
373537,20090,2,PLAIN,Birna,Birna
373538,20090,3,PLAIN,Valgarðsdóttir,Valgarðsdóttir
373539,20090,4,PLAIN,reyndist,reyndist
373540,20090,5,PLAIN,þrautgóð,þrautgóð
373541,20090,6,PLAIN,á,á
373542,20090,7,PLAIN,raunastund,raunastund
373543,20090,8,PLAIN,í,í
373544,20090,9,PLAIN,dag,dag
373545,20090,10,PLAIN,þegar,þegar
373546,20090,11,PLAIN,Keflavík,Keflavík
373547,20090,12,PLAIN,lagði,lagði
373548,20090,13,PLAIN,Hauka,Hauka
373549,20090,14,SPORT,94-89,nítíu og fjögur áttatíu og níu
373550,20090,15,PLAIN,í,í
373551,20090,16,PLAIN,framlengdum,framlengdum
373552,20090,17,PLAIN,spennuleik,spennuleik
373553,20090,18,PUNCT,.,.
374234,20130,0,SPORT,3-3,þrjú þrjú
374235,20130,1,PLAIN,Óli,Óli
374236,20130,2,PLAIN,Baldur,Baldur
374237,20130,3,PLAIN,Bjarnason,Bjarnason
374238,20130,4,ORDINAL,92.,nítugustu og annarri
374239,20130,5,ABBR,mín,mínútu
374240,20130,6,PUNCT,.,.
378616,20370,0,PLAIN,Lokatölur,Lokatölur
378617,20370,1,PLAIN,urðu,urðu
378618,20370,2,SPORT,91-87,níutíu og eitt áttatíu og sjö
378619,20370,3,PLAIN,fyrir,fyrir
378620,20370,4,PLAIN,heimamenn,heimamenn
378621,20370,5,PUNCT,.,.
380193,20462,0,PLAIN,Blackburn,Blackburn
380194,20462,1,PUNCT,-,-
380195,20462,2,PLAIN,Wolves,Wolves
380196,20462,3,SPORT,1x7,eitt sjö
380197,20462,4,PUNCT,.,.
380965,20507,0,PLAIN,Grindavík,Grindavík
380966,20507,1,PUNCT,:,:
380967,20507,2,PLAIN,María,María
380968,20507,3,PLAIN,Ben,Ben
380969,20507,4,PLAIN,Erlingsdóttir,Erlingsdóttir
380970,20507,5,SPORT,22/11,tuttugu og tvö <sil> ellefu
380971,20507,6,PLAIN,fráköst,fráköst
380972,20507,7,SYMB,/,skástrik
380973,20507,8,CARDINAL,5,fimm
380974,20507,9,PLAIN,stoðsendingar,stoðsendingar
380975,20507,10,PUNCT,",",","
380976,20507,11,PLAIN,Pálína,Pálína
380977,20507,12,PLAIN,Gunnlaugsdóttir,Gunnlaugsdóttir
380978,20507,13,SPORT,22/15,tuttugu og tvö <sil> fimmtán
380979,20507,14,PLAIN,fráköst,fráköst
380980,20507,15,SYMB,/,skástrik
380981,20507,16,CARDINAL,5,fimm
380982,20507,17,PLAIN,stoðsendingar,stoðsendingar
380983,20507,18,SYMB,/,skástrik
380984,20507,19,CARDINAL,5,fimm
380985,20507,20,PLAIN,stolnir,stolnir
380986,20507,21,PUNCT,",",","
380987,20507,22,PLAIN,Lauren,Lauren
380988,20507,23,PLAIN,Oosdyke,Oosdyke
380989,20507,24,SPORT,18/5,átján <sil> fimm
380990,20507,25,PLAIN,fráköst,fráköst
380991,20507,26,PUNCT,",",","
380992,20507,27,PLAIN,Ingibjörg,Ingibjörg
380993,20507,28,PLAIN,Jakobsdóttir,Jakobsdóttir
380994,20507,29,CARDINAL,11,ellefu
380995,20507,30,PUNCT,",",","
380996,20507,31,PLAIN,Jóhanna,Jóhanna
380997,20507,32,PLAIN,Rún,Rún
380998,20507,33,PLAIN,Styrmisdóttir,Styrmisdóttir
380999,20507,34,CARDINAL,4,fjögur
381000,20507,35,PUNCT,",",","
381001,20507,36,PLAIN,Marín,Marín
381002,20507,37,PLAIN,Rós,Rós
381003,20507,38,PLAIN,Karlsdóttir,Karlsdóttir
381004,20507,39,CARDINAL,2,tvö
381005,20507,40,PUNCT,",",","
381006,20507,41,PLAIN,Helga,Helga
381007,20507,42,PLAIN,Rut,Rut
381008,20507,43,PLAIN,Hallgrímsdóttir,Hallgrímsdóttir
381009,20507,44,SPORT,0/6,núll <sil> sex
381010,20507,45,PLAIN,fráköst,fráköst
381011,20507,46,PUNCT,",",","
381012,20507,47,PLAIN,Katrín,Katrín
381013,20507,48,PLAIN,Ösp,Ösp
381014,20507,49,PLAIN,Eyberg,Eyberg
381015,20507,50,CARDINAL,0,núll
381016,20507,51,PUNCT,",",","
381017,20507,52,PLAIN,Julia,Julia
381018,20507,53,PLAIN,Lane,Lane
381019,20507,54,PLAIN,Figueroa,Figueroa
381020,20507,55,PLAIN,Sicat,Sicat
381021,20507,56,CARDINAL,0,núll
381022,20507,57,PUNCT,",",","
381023,20507,58,PLAIN,Jeanne,Jeanne
381024,20507,59,PLAIN,Lois,Lois
381025,20507,60,PLAIN,Figeroa,Figeroa
381026,20507,61,PLAIN,Sicat,Sicat
381027,20507,62,CARDINAL,0,núll
381028,20507,63,PUNCT,",",","
381029,20507,64,PLAIN,Hrund,Hrund
381030,20507,65,PLAIN,Skuladóttir,Skuladóttir
381031,20507,66,CARDINAL,0,núll
381032,20507,67,PUNCT,",",","
381033,20507,68,PLAIN,Alda,Alda
381034,20507,69,PLAIN,Kristinsdóttir,Kristinsdóttir
381035,20507,70,CARDINAL,0,núll
381036,20507,71,PUNCT,.,.
381341,20523,0,PLAIN,Fátt,Fátt
381342,20523,1,PLAIN,markvert,markvert
381343,20523,2,PLAIN,gerðist,gerðist
381344,20523,3,PLAIN,eftir,eftir
381345,20523,4,PLAIN,þetta,þetta
381346,20523,5,PLAIN,en,en
381347,20523,6,PLAIN,gestirnir,gestirnir
381348,20523,7,PLAIN,voru,voru
381349,20523,8,PLAIN,líklegri,líklegri
381350,20523,9,PLAIN,til,til
381351,20523,10,PLAIN,að,að
381352,20523,11,PLAIN,bæta,bæta
381353,20523,12,PLAIN,við,við
381354,20523,13,PLAIN,Keflvíkingar,Keflvíkingar
381355,20523,14,PLAIN,að,að
381356,20523,15,PLAIN,svara,svara
381357,20523,16,PLAIN,fyrir,fyrir
381358,20523,17,PLAIN,sig,sig
381359,20523,18,PLAIN,en,en
381360,20523,19,PLAIN,lokatölur,lokatölur
381361,20523,20,PLAIN,urðu,urðu
381362,20523,21,PLAIN,því,því
381363,20523,22,SPORT,0-4,núll fjögur
381364,20523,23,PLAIN,fyrir,fyrir
381365,20523,24,LETTERS,ÍA,Í A
381366,20523,25,PLAIN,sem,sem
381367,20523,26,PLAIN,að,að
381368,20523,27,PLAIN,tryggði,tryggði
381369,20523,28,PLAIN,sæti,sæti
381370,20523,29,PLAIN,sitt,sitt
381371,20523,30,PLAIN,á,á
381372,20523,31,PLAIN,meðal,meðal
381373,20523,32,CARDINAL,12,tólf
381374,20523,33,PLAIN,bestu,bestu
381375,20523,34,PLAIN,liða,liða
381376,20523,35,PLAIN,landsins,landsins
381377,20523,36,PLAIN,með,með
381378,20523,37,PLAIN,sigrinum,sigrinum
381379,20523,38,PUNCT,.,.
384558,20704,0,PLAIN,Keflavík,Keflavík
384559,20704,1,PLAIN,eru,eru
384560,20704,2,PLAIN,í,í
384561,20704,3,PLAIN,efsta,efsta
384562,20704,4,PLAIN,sæti,sæti
384563,20704,5,PLAIN,riðilsins,riðilsins
384564,20704,6,PLAIN,með,með
384565,20704,7,CARDINAL,9,níu
384566,20704,8,PLAIN,stig,stig
384567,20704,9,PLAIN,eftir,eftir
384568,20704,10,CARDINAL,3,þrjá
384569,20704,11,PLAIN,leiki,leiki
384570,20704,12,PLAIN,og,og
384571,20704,13,PLAIN,markatöluna,markatöluna
384572,20704,14,SPORT,11-5,ellefu fimm
384573,20704,15,PUNCT,.,.
387925,20885,0,PLAIN,Síðasti,Síðasti
387926,20885,1,PLAIN,landsleikurinn,landsleikurinn
387927,20885,2,PLAIN,þar,þar
387928,20885,3,PLAIN,fór,fór
387929,20885,4,PLAIN,fram,fram
387930,20885,5,DATE,7. febrúar 2007,sjöunda febrúar tvö þúsund og sjö
387931,20885,6,PUNCT,",",","
387932,20885,7,PLAIN,en,en
387933,20885,8,PLAIN,þá,þá
387934,20885,9,PLAIN,töpuðu,töpuðu
387935,20885,10,PLAIN,Englendingar,Englendingar
387936,20885,11,PLAIN,fyrir,fyrir
387937,20885,12,PLAIN,Spán,Spán
387938,20885,13,SPORT,1-0,eitt núll
387939,20885,14,PLAIN,fyrir,fyrir
387940,20885,15,PLAIN,framan,framan
387941,20885,16,CARDINAL,58 þús,fimmtíu og átta þúsund
387942,20885,17,PLAIN,áhorfendur,áhorfendur
387943,20885,18,PUNCT,(,(
387944,20885,19,PLAIN,fullt,fullt
387945,20885,20,PLAIN,hús,hús
387946,20885,21,PUNCT,),)
387947,20885,22,PUNCT,.,.
389372,20969,0,PLAIN,Lokastaðan,Lokastaðan
389373,20969,1,SPORT,94-87,níutíu og fjögur áttatíu og sjö
389374,20969,2,PUNCT,.,.
392331,21126,0,PLAIN,Fast,Fast
392332,21126,1,PLAIN,skot,skot
392333,21126,2,PLAIN,sem,sem
392334,21126,3,PLAIN,Elsa,Elsa
392335,21126,4,PLAIN,náði,náði
392336,21126,5,PLAIN,til,til
392337,21126,6,PLAIN,en,en
392338,21126,7,PLAIN,tókst,tókst
392339,21126,8,PLAIN,ekki,ekki
392340,21126,9,PLAIN,að,að
392341,21126,10,PLAIN,koma,koma
392342,21126,11,PLAIN,veg,veg
392343,21126,12,PLAIN,fyrir,fyrir
392344,21126,13,PLAIN,markið,markið
392345,21126,14,PLAIN,og,og
392346,21126,15,PLAIN,staðan,staðan
392347,21126,16,PLAIN,því,því
392348,21126,17,SPORT,1-1,eitt eitt
392349,21126,18,PUNCT,.,.
392385,21130,0,PLAIN,Sömuleiðis,Sömuleiðis
392386,21130,1,PLAIN,töpuðu,töpuðu
392387,21130,2,PLAIN,Njarðvíkingar,Njarðvíkingar
392388,21130,3,PLAIN,stórt,stórt
392389,21130,4,PLAIN,þegar,þegar
392390,21130,5,PLAIN,þær,þær
392391,21130,6,PLAIN,heimsóttu,heimsóttu
392392,21130,7,PLAIN,Stjörnuna,Stjörnuna
392393,21130,8,PUNCT,",",","
392394,21130,9,PLAIN,lokatölur,lokatölur
392395,21130,10,SPORT,80:59,áttatíu fimmtíu og níu
392396,21130,11,PLAIN,þar,þar
392397,21130,12,PLAIN,sem,sem
392398,21130,13,PLAIN,Carmen,Carmen
392399,21130,14,PLAIN,skoraði,skoraði
392400,21130,15,CARDINAL,32,þrjátíu og tvö
392401,21130,16,PLAIN,stig,stig
392402,21130,17,PLAIN,og,og
392403,21130,18,PLAIN,tók,tók
392404,21130,19,CARDINAL,17,sautján
392405,21130,20,PLAIN,fráköst,fráköst
392406,21130,21,PUNCT,.,.
393846,21197,0,PLAIN,Helgi,Helgi
393847,21197,1,PLAIN,Magnússon,Magnússon
393848,21197,2,PLAIN,kom,kom
393849,21197,3,LETTERS,KR,K R
393850,21197,4,PLAIN,í,í
393851,21197,5,SPORT,26-18,tuttugu og sex átján
393852,21197,6,PLAIN,með,með
393853,21197,7,CARDINAL,3,þriggja
393854,21197,8,PLAIN,stiga,stiga
393855,21197,9,PLAIN,körfu,körfu
393856,21197,10,PLAIN,en,en
393857,21197,11,PLAIN,varnir,varnir
393858,21197,12,PLAIN,liðanna,liðanna
393859,21197,13,PLAIN,voru,voru
393860,21197,14,PLAIN,þéttar,þéttar
393861,21197,15,PLAIN,og,og
393862,21197,16,PLAIN,menn,menn
393863,21197,17,PLAIN,óhræddir,óhræddir
393864,21197,18,PLAIN,við,við
393865,21197,19,PLAIN,að,að
393866,21197,20,PLAIN,fá,fá
393867,21197,21,PLAIN,dæmdar,dæmdar
393868,21197,22,PLAIN,á,á
393869,21197,23,PLAIN,sig,sig
393870,21197,24,PLAIN,villur,villur
393871,21197,25,PUNCT,.,.
396938,21360,0,PLAIN,Sjá,Sjá
396939,21360,1,PLAIN,má,má
396940,21360,2,PLAIN,myndbandið,myndbandið
396941,21360,3,PLAIN,hér,hér
396942,21360,4,PLAIN,að,að
396943,21360,5,PLAIN,neðan,neðan
396944,21360,6,PLAIN,en,en
396945,21360,7,PLAIN,leiknum,leiknum
396946,21360,8,PLAIN,lauk,lauk
396947,21360,9,PLAIN,með,með
396948,21360,10,SPORT,2-2,tvö tvö
396949,21360,11,PLAIN,jafntefli,jafntefli
396950,21360,12,PLAIN,sem,sem
396951,21360,13,PLAIN,dugði,dugði
396952,21360,14,PLAIN,Njarðvíkingum,Njarðvíkingum
396953,21360,15,PUNCT,.,.
397251,21378,0,PLAIN,Munurinn,Munurinn
397252,21378,1,PLAIN,var,var
397253,21378,2,CARDINAL,14,fjórtán
397254,21378,3,PLAIN,stig,stig
397255,21378,4,PLAIN,fyrir,fyrir
397256,21378,5,PLAIN,gestina,gestina
397257,21378,6,PLAIN,frá,frá
397258,21378,7,PLAIN,Grindvík,Grindvík
397259,21378,8,PLAIN,í,í
397260,21378,9,PLAIN,hálfleik,hálfleik
397261,21378,10,PLAIN,en,en
397262,21378,11,PLAIN,Stjörnustúlkur,Stjörnustúlkur
397263,21378,12,PLAIN,náðu,náðu
397264,21378,13,PLAIN,að,að
397265,21378,14,PLAIN,jafna,jafna
397266,21378,15,PLAIN,leikinn,leikinn
397267,21378,16,PLAIN,áður,áður
397268,21378,17,PLAIN,en,en
397269,21378,18,PLAIN,þriðja,þriðja
397270,21378,19,PLAIN,leikhluta,leikhluta
397271,21378,20,PLAIN,lauk,lauk
397272,21378,21,PUNCT,",",","
397273,21378,22,PLAIN,staðan,staðan
397274,21378,23,SPORT,50-50,fimmtíu fimmtíu
397275,21378,24,PLAIN,þegar,þegar
397276,21378,25,PLAIN,fjórði,fjórði
397277,21378,26,PLAIN,leikhluti,leikhluti
397278,21378,27,PLAIN,hófst,hófst
397279,21378,28,PUNCT,.,.
398175,21426,0,PLAIN,Þegar,Þegar
398176,21426,1,PLAIN,rúmar,rúmar
398177,21426,2,CARDINAL,4,fjórar
398178,21426,3,PLAIN,mínútur,mínútur
398179,21426,4,PLAIN,voru,voru
398180,21426,5,PLAIN,svo,svo
398181,21426,6,PLAIN,til,til
398182,21426,7,PLAIN,hálfleiks,hálfleiks
398183,21426,8,PLAIN,þá,þá
398184,21426,9,PLAIN,lifnuðu,lifnuðu
398185,21426,10,PLAIN,þeir,þeir
398186,21426,11,PLAIN,grænklæddu,grænklæddu
398187,21426,12,PLAIN,við,við
398188,21426,13,PLAIN,og,og
398189,21426,14,PLAIN,náðu,náðu
398190,21426,15,PLAIN,rispu,rispu
398191,21426,16,PLAIN,sem,sem
398192,21426,17,PLAIN,skilaði,skilaði
398193,21426,18,PLAIN,þeim,þeim
398194,21426,19,CARDINAL,3,þremur
398195,21426,20,PLAIN,stigum,stigum
398196,21426,21,PLAIN,á,á
398197,21426,22,PLAIN,eftir,eftir
398198,21426,23,PLAIN,Keflvíkingum,Keflvíkingum
398199,21426,24,PUNCT,",",","
398200,21426,25,SPORT,31-28,þrjátíu og eitt tuttugu og átta
398201,21426,26,PLAIN,þegar,þegar
398202,21426,27,PLAIN,rúmar,rúmar
398203,21426,28,CARDINAL,3,þrjár
398204,21426,29,PLAIN,mínútur,mínútur
398205,21426,30,PLAIN,voru,voru
398206,21426,31,PLAIN,til,til
398207,21426,32,PLAIN,hálfleiks,hálfleiks
398208,21426,33,PUNCT,.,.
399782,21508,0,PLAIN,Lokatölur,Lokatölur
399783,21508,1,PLAIN,reyndust,reyndust
399784,21508,2,PLAIN,svo,svo
399785,21508,3,SPORT,79-72,sjötíu og níu sjötíu og tvö
399786,21508,4,PLAIN,Fjölni,Fjölni
399787,21508,5,PLAIN,í,í
399788,21508,6,PLAIN,vil,vil
399789,21508,7,PLAIN,og,og
399790,21508,8,PLAIN,nýr,nýr
399791,21508,9,PLAIN,kafli,kafli
399792,21508,10,PLAIN,hafinn,hafinn
399793,21508,11,PLAIN,hjá,hjá
399794,21508,12,PLAIN,Grafarvogsliðinu,Grafarvogsliðinu
399795,21508,13,PLAIN,eftir,eftir
399796,21508,14,PLAIN,þennan,þennan
399797,21508,15,PLAIN,fyrsta,fyrsta
399798,21508,16,PLAIN,sigur,sigur
399799,21508,17,PLAIN,kvennaliðs,kvennaliðs
399800,21508,18,PLAIN,félagsins,félagsins
399801,21508,19,PLAIN,á,á
399802,21508,20,PLAIN,Keflavík,Keflavík
399803,21508,21,PLAIN,í,í
399804,21508,22,PLAIN,efstu,efstu
399805,21508,23,PLAIN,deild,deild
399806,21508,24,PUNCT,.,.
401384,21589,0,PLAIN,Breiðablik,Breiðablik
401385,21589,1,SPORT,6-0,sex núll
401386,21589,2,PLAIN,Keflavík,Keflavík
402716,21657,0,PLAIN,Keflavík,Keflavík
402717,21657,1,PLAIN,hafði,hafði
402718,21657,2,PLAIN,undirtökin,undirtökin
402719,21657,3,PLAIN,allan,allan
402720,21657,4,PLAIN,leikinn,leikinn
402721,21657,5,PLAIN,og,og
402722,21657,6,PLAIN,var,var
402723,21657,7,PLAIN,yfir,yfir
402724,21657,8,SPORT,48-31,fjörutíu og átta þrjátíu og eitt
402725,21657,9,PLAIN,í,í
402726,21657,10,PLAIN,hálfleik,hálfleik
402727,21657,11,PUNCT,.,.
403197,21683,0,PLAIN,Njarðvíkingar,Njarðvíkingar
403198,21683,1,PLAIN,höfðu,höfðu
403199,21683,2,SPORT,1-3,eitt þrjú
403200,21683,3,PLAIN,sigur,sigur
403201,21683,4,PLAIN,þar,þar
403202,21683,5,PLAIN,sem,sem
403203,21683,6,PLAIN,þeir,þeir
403204,21683,7,PLAIN,náðu,náðu
403205,21683,8,SPORT,0-2,núll tvö
403206,21683,9,PLAIN,forystu,forystu
403207,21683,10,PUNCT,.,.
403459,21699,0,PLAIN,Þróttarar,Þróttarar
403460,21699,1,PLAIN,eru,eru
403461,21699,2,PLAIN,nú,nú
403462,21699,3,PLAIN,með,með
403463,21699,4,PLAIN,fullt,fullt
403464,21699,5,PLAIN,hús,hús
403465,21699,6,PLAIN,stiga,stiga
403466,21699,7,PLAIN,eftir,eftir
403467,21699,8,CARDINAL,2,tvær
403468,21699,9,PLAIN,umferðir,umferðir
403469,21699,10,PLAIN,og,og
403470,21699,11,PLAIN,markatöluna,markatöluna
403471,21699,12,SPORT,8-0,átta núll
403472,21699,13,PUNCT,.,.
403686,21716,0,PLAIN,Lokatölur,Lokatölur
403687,21716,1,PLAIN,urðu,urðu
403688,21716,2,PLAIN,þannig,þannig
403689,21716,3,SPORT,59-71,fimmtíu og níu sjötíu og eitt
403690,21716,4,PUNCT,",",","
403691,21716,5,PLAIN,Grindavíkurstúlkum,Grindavíkurstúlkum
403692,21716,6,PLAIN,í,í
403693,21716,7,PLAIN,vil,vil
403694,21716,8,PUNCT,.,.
405292,21809,0,PLAIN,Stjarnan-Grindavík,Stjarnan-Grindavík
405293,21809,1,SPORT,93-56,níutíu og þrjú fimmtíu og sex
405294,21809,2,PUNCT,(,(
405295,21809,3,SPORT,23-18,tuttugu og þrjú átján
405296,21809,4,PUNCT,",",","
405297,21809,5,SPORT,26-16,tuttugu og sex sextán
405298,21809,6,PUNCT,",",","
405299,21809,7,SPORT,26-14,tuttugu og sex fjórtán
405300,21809,8,PUNCT,",",","
405301,21809,9,SPORT,18-8,átján átta
405302,21809,10,PUNCT,),)
407623,21932,0,PLAIN,Pálína,Pálína
407624,21932,1,PLAIN,reyndi,reyndi
407625,21932,2,PLAIN,hvað,hvað
407626,21932,3,PLAIN,hún,hún
407627,21932,4,PLAIN,gat,gat
407628,21932,5,PLAIN,að,að
407629,21932,6,PLAIN,koma,koma
407630,21932,7,PLAIN,Keflavík,Keflavík
407631,21932,8,PLAIN,aftur,aftur
407632,21932,9,PLAIN,inn,inn
407633,21932,10,PLAIN,í,í
407634,21932,11,PLAIN,leikinn,leikinn
407635,21932,12,PLAIN,og,og
407636,21932,13,PLAIN,setti,setti
407637,21932,14,PLAIN,niður,niður
407638,21932,15,PLAIN,þrist,þrist
407639,21932,16,PLAIN,til,til
407640,21932,17,PLAIN,að,að
407641,21932,18,PLAIN,minnka,minnka
407642,21932,19,PLAIN,muninn,muninn
